Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Contemporary Fiction	Woody Allen	Dreamworks SKG	6.7	15897	PG-13	Comedy	26000000	24-Aug-01	45	""	Original Screenplay	The Curse of the Jade Scorpion	""	7496522	18496522
Contemporary Fiction	""	MGM	5.7	30610	R	Horror	10000000	31-Aug-01	45	91	Original Screenplay	Jeepers Creepers	""	37904175	55026845
Contemporary Fiction	""	Universal	5.8	29246	PG	Comedy	45000000	18-Jul-03	33	87	Original Screenplay	Johnny English	""	28013509	160323929
Fantasy	""	MGM	5.3	15975	R	Horror	25000000	29-Aug-03	""	104	Original Screenplay	Jeepers Creepers II	""	35623801	35623801
Dramatization	""	Warner Bros.	7.7	57465	R	Western	30000000	21-Sep-07	75	160	Based on Book/Short Story	The Assassination of Jesse James by the Coward Robert Ford	9871881	3909149	15001776
Contemporary Fiction	""	Fox Searchlight	3.8	3278	PG-13	Comedy	12000000	7-Apr-04	6	97	Original Screenplay	Johnson Family Vacation	""	31203964	31462753
Contemporary Fiction	Kevin Smith	Miramax	6.2	27370	PG-13	Comedy	35000000	26-Mar-04	40	102	Original Screenplay	Jersey Girl	""	25266129	37066129
""	""	""	5.1	358	R	""	1000000	13-Dec-02	40	""	""	The Jimmy Show	""	703	703
Contemporary Fiction	""	Sony Pictures Classics	6.4	3920	R	Drama	10800000	27-Apr-07	""	""	Based on Book/Short Story	Jindabyne	""	399879	2862544
""	Michael Polish	""	5.7	408	R	Drama	400000	27-Jul-01	29	""	""	Jackpot	""	44452	44452
Contemporary Fiction	Mark Waters	Dreamworks SKG	6.8	29457	PG-13	Romantic Comedy	58000000	16-Sep-05	57	""	Based on Book/Short Story	Just Like Heaven	37588463	48318130	100687083
Contemporary Fiction	Donald Petrie	20th Century Fox	5.0	13368	PG-13	Romantic Comedy	28000000	12-May-06	13	""	Original Screenplay	Just My Luck	11051609	17326650	38326650
Dramatization	Luc Besson	Sony Pictures	""	""	R	Drama	50000000	12-Nov-99	31	""	Based on Real Life Events	The Messenger: The Story of Joan of Arc	""	14271297	14271297
Historical Fiction	""	Walt Disney Pictures	5.2	2740	G	Adventure	20000000	14-Feb-03	19	72	Based on Book/Short Story	The Jungle Book 2	""	47901582	135703599
Contemporary Fiction	John Pasquin	20th Century Fox	5.3	5313	PG	Comedy	38000000	21-Dec-01	19	98	Original Screenplay	Joe Somebody	""	22770864	24515990
Historical Fiction	""	Warner Bros.	4.3	2316	PG-13	Action	47000000	18-Jun-10	13	81	Based on Comic/Graphic Novel	Jonah Hex	""	10547117	10547117
Contemporary Fiction	Nick Cassavetes	New Line	6.6	32338	PG-13	Drama	36000000	15-Feb-02	22	116	Original Screenplay	John Q	""	71026631	102226631
Kids Fiction	""	Artisan	6.3	1704	G	Adventure	14000000	4-Oct-02	""	82	Based on Short Film	Jonah: A VeggieTales Movie	""	25571351	25606175
""	""	Roadside Attractions	6.6	4345	R	""	10000000	16-Apr-10	""	""	""	The Joneses	""	1475746	1475746
Contemporary Fiction	""	Universal	5.1	11284	PG-13	Comedy	22000000	11-Apr-01	53	""	Based on TV	Josie and the Pussycats	""	14252830	14252830
Contemporary Fiction	John Dahl	20th Century Fox	5.4	118	R	Thriller/Suspense	23000000	5-Oct-01	""	97	Original Screenplay	Joy Ride	""	21973182	21973182
Contemporary Fiction	Cameron Crowe	Sony Pictures	7.2	78603	R	Romantic Comedy	50000000	13-Dec-96	84	138	Original Screenplay	Jerry Maguire	""	153952592	274000000
Contemporary Fiction	Kevin Smith	Miramax/Dimension	6.8	62692	R	Comedy	22000000	24-Aug-01	53	104	Spin-Off	Jay and Silent Bob Strike Back	""	30059386	33762400
Contemporary Fiction	""	Lionsgate	6.7	4620	R	Drama	2500000	16-Jun-00	""	""	Based on Book/Short Story	Jesus' Son	""	1282084	1687548
Historical Fiction	""	Sony Pictures	7.1	7067	R	Drama	18000000	15-Oct-04	76	""	Based on Book/Short Story	Being Julia	""	7739049	11039049
Contemporary Fiction	Nora Ephron	Sony Pictures	7.2	22269	PG-13	Comedy	40000000	7-Aug-09	75	""	Based on Book/Short Story	Julie & Julia	40846498	94125426	126646119
Science Fiction	Doug Liman	20th Century Fox	5.9	69161	PG-13	Adventure	82500000	14-Feb-08	17	""	Based on Book/Short Story	Jumper	33679094	80172128	222117068
Contemporary Fiction	""	Sony Pictures Classics	7.1	11457	R	Drama	1000000	3-Aug-05	86	""	Original Screenplay	Junebug	""	2678010	2678010
Contemporary Fiction	Jason Reitman	Fox Searchlight	7.9	149855	PG-13	Comedy	7000000	5-Dec-07	93	95	Original Screenplay	Juno	57612374	143495265	230327671
Science Fiction	Joe Johnston	Universal	7.9	151365	PG-13	Action	93000000	18-Jul-01	""	92	Based on Book/Short Story	Jurassic Park 3	""	181166115	365900000
""	Jason Alexander	""	6.3	949	R	""	3000000	13-Oct-00	""	""	""	Just Looking	""	39852	39852
Contemporary Fiction	Shawn Levy	20th Century Fox	5.1	19508	PG-13	Romantic Comedy	19000000	10-Jan-03	20	95	Original Screenplay	Just Married	""	56127162	56127162
Contemporary Fiction	""	Warner Bros.	4.1	3062	PG-13	Comedy	15600000	21-Jun-02	""	""	Original Screenplay	Juwanna Man	""	13571817	13771817
Contemporary Fiction	Ronny Yu	New Line	5.8	39182	R	Horror	25000000	15-Aug-03	41	97	Spin-Off	Freddy vs. Jason	""	82622655	114326122
Dramatization	Kathryn Bigelow	Paramount Pictures	6.5	22288	PG-13	Action	90000000	19-Jul-02	61	138	Based on Book/Short Story	K-19: The Widowmaker	""	35168966	65716126
Fantasy	James Mangold	Miramax	6.2	23600	PG-13	Romantic Comedy	48000000	25-Dec-01	""	118	Original Screenplay	Kate and Leopold	""	47095453	70937778
Historical Fiction	Mira Nair	Trimark	""	""	R	Drama	3000000	28-Feb-97	""	""	Original Screenplay	Kama Sutra	""	4109095	4109095
Kids Fiction	""	Warner Bros.	4.1	9994	PG	Comedy	60000000	17-Jan-03	""	89	Original Screenplay	Kangaroo Jack	""	66723216	90723216
Contemporary Fiction	Matthew Vaughn	Lionsgate	8.1	86990	R	Action	28000000	16-Apr-10	75	""	Based on Comic/Graphic Novel	Kick-Ass	18666874	48071303	76252166
Factual	Spike Lee	Paramount Pictures	6.2	3258	R	Concert/Performance	3000000	18-Aug-00	86	116	Based on Real Life Events	The Original Kings of Comedy	""	38168022	38236338
Contemporary Fiction	Chris Nahon	20th Century Fox	6.3	22087	R	Action	25000000	6-Jul-01	51	98	Original Screenplay	Kiss of the Dragon	""	36833473	36833473
Historical Fiction	Stephen Chow	Sony Pictures Classics	""	""	R	Action	20000000	8-Apr-05	89	""	Original Screenplay	Kung Fu Hustle	""	17104669	101004669
Contemporary Fiction	""	Sony Pictures	6.1	20039	PG	Adventure	40000000	11-Jun-10	67	140	Remake	The Karate Kid	""	176591618	350591618
""	John Landis	United Film Distribution Co.	6.4	8342	""	Comedy	600000	10-Aug-77	77	""	Original Screenplay	The Kentucky Fried Movie	""	15000000	20000000
Contemporary Fiction	""	Universal	6.9	3841	PG	Comedy	45000000	13-May-05	""	90	Original Screenplay	Kicking and Screaming	""	52842724	55842724
Contemporary Fiction	Quentin Tarantino	Miramax	8.0	182834	R	Action	55000000	16-Apr-04	""	136	Original Screenplay	Kill Bill: Volume 2	""	66207920	150907920
Contemporary Fiction	Quentin Tarantino	Miramax	8.2	231761	R	Action	55000000	10-Oct-03	85	111	Original Screenplay	Kill Bill: Volume 1	""	70098138	180098138
Contemporary Fiction	""	Fox Searchlight	""	""	PG	Comedy	7000000	11-Apr-01	28	94	Based on Play	Kingdom Come	""	23247539	23393939
Historical Fiction	Ridley Scott	20th Century Fox	7.1	83189	R	Adventure	110000000	6-May-05	39	""	Original Screenplay	Kingdom of Heaven	""	47398413	211398413
Dramatization	Bill Condon	Fox Searchlight	7.2	20135	R	Drama	11000000	12-Nov-04	90	""	Based on Real Life Events	Kinsey	""	10214647	13000959
Contemporary Fiction	""	Fox Searchlight	6.8	8291	R	Romantic Comedy	1500000	13-Mar-02	""	""	Based on Play	Kissing Jessica Stein	""	7025722	8915268
Contemporary Fiction	""	Paramount Pictures	6.4	20932	R	Thriller/Suspense	27000000	3-Oct-97	32	120	Based on Book/Short Story	Kiss the Girls	""	60527873	60527873
Fantasy	Peter Jackson	Universal	7.6	132720	PG-13	Adventure	207000000	14-Dec-05	83	187	Remake	King Kong	140752353	218080025	550517357
Contemporary Fiction	Judd Apatow	Universal	7.5	111192	R	Romantic Comedy	27500000	1-Jun-07	90	132	Original Screenplay	Knocked Up	117601397	148761765	218994109
Contemporary Fiction	James Mangold	20th Century Fox	6.6	13887	PG-13	Action	117000000	23-Jun-10	""	109	Original Screenplay	Knight and Day	""	76373029	228937227
Contemporary Fiction	Peter Berg	Universal	7.1	47200	R	Action	72500000	28-Sep-07	51	110	Original Screenplay	The Kingdom	34065220	47467250	86509602
Kids Fiction	""	20th Century Fox	4.3	12747	PG-13	Comedy	35000000	21-Nov-01	13	96	Original Screenplay	Black Knight	""	33422806	33422806
Contemporary Fiction	""	New Line	6.0	11019	R	Drama	15000000	11-Oct-02	""	""	Original Screenplay	Knockaround Guys	""	11660180	12419700
Contemporary Fiction	Alex Proyas	Summit Entertainment	6.4	58138	PG-13	Thriller/Suspense	50000000	20-Mar-09	32	121	Based on Book/Short Story	Knowing	23450931	79957634	187858642
Contemporary Fiction	""	Sony Pictures	4.1	5852	R	Action	35000000	4-Sep-98	8	""	Original Screenplay	Knock Off	""	10319915	10319915
Science Fiction	Iain Softley	Universal	7.3	50475	PG-13	Drama	48000000	26-Oct-01	40	121	Based on Book/Short Story	K-PAX	""	50315140	50315140
Contemporary Fiction	""	Sony Pictures	4.7	9126	PG	Comedy	50000000	24-Nov-04	5	98	Based on Book/Short Story	Christmas with the Kranks	""	73701902	96501902
Contemporary Fiction	Jeffrey W. Byrd	New Line	3.5	2251	PG-13	Comedy	25000000	22-Apr-05	2	""	Original Screenplay	King's Ransom	""	4008527	4049527
Contemporary Fiction	""	Warner Bros.	""	""	R	Comedy	15000000	21-Oct-05	83	""	Based on Book/Short Story	Kiss Kiss, Bang Bang	6863163	4235837	13105837
Historical Fiction	""	Sony Pictures	6.6	47609	PG-13	Adventure	41000000	11-May-01	58	132	Original Screenplay	A Knight's Tale	""	56083966	56083966
Contemporary Fiction	Marc Forster	Paramount Vantage	7.8	26816	PG-13	Drama	20000000	14-Dec-07	66	122	Based on Book/Short Story	The Kite Runner	6563936	15800078	73222245
Dramatization	Martin Scorsese	Walt Disney Pictures	7.0	10248	PG-13	Drama	28000000	25-Dec-97	76	""	Original Screenplay	Kundun	""	5686694	5686694
Contemporary Fiction	Steve Oedekerk	20th Century Fox	5.7	19348	PG-13	Comedy	10000000	25-Jan-02	""	""	Original Screenplay	Kung Pow: Enter the Fist	""	16033556	16033556
Historical Fiction	Curtis Hanson	Warner Bros.	8.4	165161	R	Drama	35000000	19-Sep-97	99	137	Based on Book/Short Story	L.A. Confidential	""	64604977	110604977
Contemporary Fiction	F. Gary Gray	Overture Films	7.2	45577	R	Thriller/Suspense	53000000	16-Oct-09	25	108	Original Screenplay	Law Abiding Citizen	20038881	73357727	113190972
Contemporary Fiction	Jay Russell	Walt Disney Pictures	6.5	23369	PG-13	Action	60000000	1-Oct-04	40	105	Original Screenplay	Ladder 49	""	74541707	102332848
Contemporary Fiction	Joel Coen	Walt Disney Pictures	6.2	39242	R	Comedy	35000000	26-Mar-04	54	104	Remake	The Ladykillers	""	39692139	77692139
Fantasy	M. Night Shyamalan	Warner Bros.	5.8	47535	PG-13	Drama	75000000	21-Jul-06	24	""	Original Screenplay	Lady in the Water	12440849	42285169	72785169
Fantasy	""	Warner Bros.	6.8	36613	PG	Drama	40000000	16-Jun-06	36	""	Remake	The Lake House	39758509	52330111	114830111
Contemporary Fiction	Neil LaBute	Sony/Screen Gems	6.3	18547	PG-13	Thriller/Suspense	20000000	19-Sep-08	46	106	Original Screenplay	Lakeview Terrace	21455006	39263506	44263506
Contemporary Fiction	""	Paramount Pictures	4.7	6556	R	Comedy	11000000	13-Oct-00	11	""	Original Screenplay	The Ladies Man	""	13592872	13719474
Fantasy	Brad Silberling	Universal	5.3	16830	PG-13	Comedy	100000000	5-Jun-09	26	101	Based on TV	Land of the Lost	18953806	49438370	69548641
Contemporary Fiction	""	Paramount Pictures	6.5	29222	R	Thriller/Suspense	45000000	12-Apr-02	77	99	Original Screenplay	Changing Lanes	""	66790248	66790248
Contemporary Fiction	""	MGM	7.5	32423	PG-13	Comedy	12500000	12-Oct-07	81	106	Original Screenplay	Lars and the Real Girl	2560922	5956480	10553442
Contemporary Fiction	""	Fox Searchlight	7.3	15696	R	Comedy	5900000	16-May-03	""	""	Original Screenplay	L'auberge espagnole	""	3895664	3895664
Contemporary Fiction	""	New Line	5.7	9266	PG-13	Romantic Comedy	32000000	30-Apr-04	18	""	Original Screenplay	Laws of Attraction	""	17848322	29948322
Contemporary Fiction	""	Sony Pictures	5.2	7625	PG-13	Romantic Comedy	30000000	6-Aug-04	21	""	Original Screenplay	Little Black Book	""	20422207	21758371
Contemporary Fiction	Matthew Vaughn	Sony Pictures Classics	7.4	39857	R	Thriller/Suspense	6500000	13-May-05	""	""	Based on Book/Short Story	Layer Cake	""	2339957	11850214
Contemporary Fiction	""	Lionsgate	2.8	7547	PG-13	Comedy	17000000	24-Mar-06	6	""	Original Screenplay	Larry the Cable Guy: Health Inspector	13180936	15680099	15680099
Contemporary Fiction	Todd Field	New Line	7.8	37162	R	Drama	14000000	6-Oct-06	79	136	Based on Book/Short Story	Little Children	3657245	5463019	14763019
Contemporary Fiction	""	Paramount Pictures	5.9	20355	PG-13	Drama	13000000	12-Jan-01	53	113	Original Screenplay	Save the Last Dance	""	91038276	131638276
Science Fiction	George A. Romero	Universal	""	""	R	Horror	15000000	24-Jun-05	""	""	Original Screenplay	George A. Romero's Land of the Dead	""	20700082	45900082
Contemporary Fiction	""	Cloud Ten Pictures	5.0	43	PG-13	Drama	18500000	2-Feb-01	""	""	Based on Book/Short Story	Left Behind	""	4221341	4221341
Fantasy	""	Sony Pictures	5.0	19962	R	Thriller/Suspense	26000000	22-Jan-10	19	""	Original Screenplay	Legion	16715657	40122938	64622938
Science Fiction	Francis Lawrence	Warner Bros.	7.1	153631	PG-13	Horror	150000000	14-Dec-07	69	100	Based on Book/Short Story	I am Legend	129742540	256393010	585055701
Historical Fiction	George Clooney	Universal	6.1	14504	PG-13	Romantic Comedy	58000000	4-Apr-08	52	""	Original Screenplay	Leatherheads	8871266	31373938	40830862
Contemporary Fiction	""	Magnolia Pictures	""	""	R	Drama	12000000	18-Apr-08	""	90	Based on Book/Short Story	Life Before Her Eyes	""	303439	303439
Historical Fiction	Clint Eastwood	Warner Bros.	8.1	56872	R	Drama	13000000	20-Dec-06	91	141	Based on Real Life Events	Letters from Iwo Jima	13625847	13756082	68756082
Contemporary Fiction	Stephen Herek	20th Century Fox	""	""	PG-13	Romantic Comedy	40000000	26-Apr-02	""	""	Original Screenplay	Life, or Something Like It	""	14448589	14448589
Contemporary Fiction	Wayne Wang	Paramount Pictures	6.3	8060	PG-13	Comedy	45000000	13-Jan-06	54	""	Remake	Last Holiday	29881643	38399961	43343247
Dramatization	Norman Jewison	Universal	7.4	32172	R	Drama	38000000	29-Dec-99	83	125	Based on Real Life Events	The Hurricane	""	50699241	73956241
Contemporary Fiction	Tom Shadyac	Universal	6.7	67798	PG-13	Comedy	45000000	21-Mar-97	82	87	Original Screenplay	Liar Liar	""	181410615	302710615
Science Fiction	""	Miramax/Dimension	7.7	86428	R	Action	20000000	6-Dec-02	37	""	Original Screenplay	Equilibrium	""	1190018	5345869
Contemporary Fiction	""	Warner Bros.	5.8	7855	PG-13	Romantic Comedy	23000000	9-Jan-04	19	""	Original Screenplay	Chasing Liberty	""	12189514	12291975
Historical Fiction	""	Weinstein Co.	6.4	16266	R	Drama	22000000	23-Nov-05	""	""	Based on Play	The Libertine	2836487	4835065	9448623
Contemporary Fiction	""	Lot 47 Films	7.2	5122	Open	Drama	700000	7-Sep-01	83	""	Original Screenplay	L.I.E.	""	1138836	1138836
Contemporary Fiction	Wes Anderson	Walt Disney Pictures	7.2	57889	R	Comedy	50000000	10-Dec-04	53	118	Original Screenplay	The Life Aquatic with Steve Zissou	""	24006726	34806726
Contemporary Fiction	Alan Parker	Universal	7.3	37628	R	Thriller/Suspense	50000000	21-Feb-03	20	""	Original Screenplay	The Life of David Gale	""	19694635	28920188
Contemporary Fiction	Ted Demme	Universal	5.3	99	R	Comedy	75000000	16-Apr-99	50	108	Original Screenplay	Life	""	64062587	73521587
Kids Fiction	John Schultz	20th Century Fox	4.4	4870	PG	Comedy	30000000	3-Jul-02	56	99	Original Screenplay	Like Mike	""	51432423	62432423
Kids Fiction	""	Walt Disney Pictures	7.1	25611	PG	Adventure	80000000	21-Jun-02	""	85	Original Screenplay	Lilo & Stitch	""	145771527	245800000
Contemporary Fiction	John Sayles	Sony Pictures	6.9	3855	R	Drama	8300000	4-Jun-99	""	""	Original Screenplay	Limbo	""	2016687	2016687
Contemporary Fiction	""	20th Century Fox	5.4	2257	R	Drama	13000000	10-Nov-99	38	""	Original Screenplay	Light It Up	""	5871603	5871603
Contemporary Fiction	Richard LaGravenese	New Line	6.5	3040	R	Drama	12000000	30-Oct-98	58	""	Original Screenplay	Living Out Loud	""	12905901	12905901
Contemporary Fiction	""	Walt Disney Pictures	4.7	10199	PG	Comedy	15000000	2-May-03	40	94	Based on TV	The Lizzie McGuire Movie	""	42734455	55534455
""	""	Summit Entertainment	6.3	4576	PG	Drama	30000000	14-May-10	42	""	Based on Factual Book/Article	Letters to Juliet	""	53032453	68332453
""	Peter Cattaneo	Paramount Pictures	6.1	1482	PG-13	""	6000000	5-Apr-02	""	""	""	Lucky Break	""	54606	54606
Dramatization	Kevin MacDonald	Fox Searchlight	7.8	54022	R	Drama	6000000	27-Sep-06	87	121	Based on Book/Short Story	The Last King of Scotland	16836991	17606684	48363516
Historical Fiction	Adrian Lyne	MGM	6.7	15197	R	Drama	55000000	22-Jul-98	""	""	Based on Book/Short Story	Lolita	""	1147784	1147784
""	""	""	6.8	4126	R	Drama	1000000	30-Dec-02	""	""	""	Love Lisa	""	211724	211724
Contemporary Fiction	""	Fox Searchlight	8.0	151013	R	Comedy	8000000	26-Jul-06	91	101	Original Screenplay	Little Miss Sunshine	55501748	59891098	100523181
Contemporary Fiction	""	Warner Bros.	6.7	13550	PG-13	Comedy	10500000	20-Apr-07	44	98	Original Screenplay	In the Land of Women	9876018	11052958	14140402
Contemporary Fiction	Robert Redford	United Artists	6.2	22264	R	Drama	35000000	9-Nov-07	27	90	Original Screenplay	Lions for Lambs	9203604	14998070	63211088
Contemporary Fiction	""	IDP/Goldwyn/Roadside	7.7	181	R	Drama	2000000	10-Feb-06	""	""	Original Screenplay	London	""	12667	12667
Contemporary Fiction	Donald Petrie	Paramount Pictures	6.1	33866	PG-13	Romantic Comedy	50000000	7-Feb-03	43	116	Based on Book/Short Story	How to Lose a Guy in 10 Days	""	105807520	177079973
Contemporary Fiction	Amy Heckerling	Sony Pictures	5.0	12877	R	Romantic Comedy	20000000	21-Jul-00	25	""	Original Screenplay	Loser	""	15464026	18250106
Contemporary Fiction	Sylvain White	Warner Bros.	""	""	PG-13	Action	25000000	23-Apr-10	48	97	Based on Comic/Graphic Novel	The Losers	7360965	23591432	23591432
Historical Fiction	Andy Garcia	Magnolia Pictures	6.6	5790	R	Drama	9600000	28-Apr-06	""	""	Original Screenplay	The Lost City	""	2484186	3650302
Science Fiction	Stephen Hopkins	New Line	4.8	31611	PG-13	Adventure	80000000	3-Apr-98	26	131	Based on TV	Lost In Space	""	69117629	136117629
Contemporary Fiction	""	Warner Bros.	4.8	118	PG-13	Romantic Comedy	14000000	23-Apr-99	13	""	Original Screenplay	Lost and Found	""	6552255	6552255
Contemporary Fiction	""	Warner Bros.	""	""	PG-13	Comedy	17000000	20-Aug-10	32	""	Original Screenplay	Lottery Ticket	""	23602581	23602581
Historical Fiction	Gina Prince-Bythewood	New Line	6.7	5835	PG-13	Drama	15000000	21-Apr-00	81	125	Original Screenplay	Love and Basketball	""	27441122	27709625
Contemporary Fiction	""	New Line	6.7	1165	R	Drama	10000000	14-Mar-97	67	""	Original Screenplay	Love Jones	""	12554569	12554569
Contemporary Fiction	""	Dreamworks SKG	5.1	2446	PG-13	Romantic Comedy	15000000	21-May-99	33	""	Based on Book/Short Story	The Love Letter	""	8322608	8322608
Contemporary Fiction	""	Lionsgate	6.8	3936	R	Drama	250000	28-Jun-02	""	""	Original Screenplay	Lovely and Amazing	""	4210379	4695781
Fantasy	Peter Jackson	New Line	8.7	326950	PG-13	Adventure	94000000	18-Dec-02	""	179	Based on Book/Short Story	The Lord of the Rings: The Two Towers	""	341784377	926284377
Fantasy	Peter Jackson	New Line	8.8	364077	PG-13	Adventure	94000000	17-Dec-03	""	201	Based on Book/Short Story	The Lord of the Rings: The Return of the King	""	377027325	1133027325
Fantasy	Peter Jackson	New Line	8.8	387438	PG-13	Adventure	109000000	19-Dec-01	""	178	Based on Book/Short Story	The Lord of the Rings: The Fellowship of the Ring	""	314776170	868621686
Contemporary Fiction	Andrew Niccol	Lionsgate	7.7	80124	R	Action	42000000	16-Sep-05	61	""	Original Screenplay	Lord of War	""	24149632	62142629
